,Topics,Classics,value,Topic Words
343,Murder & Revenge,The Great Gatsby,-0.36976754477978974,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
344,Murder & Revenge,The Catcher in the Rye,-0.3948725904054595,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
345,Murder & Revenge,1984,-0.273224851591779,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
346,Murder & Revenge,Pride and Prejudice,-0.6106864451789965,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
347,Murder & Revenge,Jane Eyre,-0.32733529978625353,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
348,Murder & Revenge,Uncle Tom's Cabin,-0.21185425426161494,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
349,Murder & Revenge,The Bluest Eye,-0.3872120583253211,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
350,Murder & Revenge,The Little Prince,-0.5738479273354488,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
351,Murder & Revenge,Dracula,0.06551805538468342,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
352,Murder & Revenge,The Handmaid's Tale,-0.4082030998087915,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
353,Murder & Revenge,The Odyssey,0.07446144414939822,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
354,Murder & Revenge,Hamlet,3.6853419632030584,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
355,Murder & Revenge,Tuesdays with Morrie,-0.5569206700114787,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
356,Murder & Revenge,And Then There Were None,0.5164860250717002,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
357,Murder & Revenge,War and Peace,-0.5389023513757767,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
358,Murder & Revenge,The Things They Carried,-0.4018366902703227,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
359,Murder & Revenge,Much Ado About Nothing,0.8983651166183767,"['man', 'one', 'evil', 'death', 'good', 'murder', 'love', 'father', 'would', 'play', 'also', 'king', 'two', 'wife', 'end', 'crime', 'even', 'revenge', 'god', 'see']"
360,War & Adventure,To Kill a Mockingbird,-0.7474969954754161,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
361,War & Adventure,The Great Gatsby,-0.4678131386563304,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
362,War & Adventure,The Catcher in the Rye,-0.6184861432436745,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
363,War & Adventure,1984,-0.5232710998845636,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
364,War & Adventure,Pride and Prejudice,-0.8083740306566629,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
365,War & Adventure,Jane Eyre,-0.6749429381904354,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
366,War & Adventure,Uncle Tom's Cabin,-0.24638503066485126,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
367,War & Adventure,The Bluest Eye,-0.740815387336507,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
368,War & Adventure,The Little Prince,-0.2120550735358951,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
369,War & Adventure,Dracula,0.19668467938922024,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
370,War & Adventure,The Handmaid's Tale,-0.4852818828134075,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
371,War & Adventure,The Odyssey,2.25057145106767,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
372,War & Adventure,Hamlet,-0.5211364127863718,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
373,War & Adventure,Tuesdays with Morrie,-0.4870726595422893,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
374,War & Adventure,And Then There Were None,0.9969329238290788,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
375,War & Adventure,War and Peace,2.250925581379866,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
376,War & Adventure,The Things They Carried,1.297304585384488,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
377,War & Adventure,Much Ado About Nothing,-0.4592884282639185,"['war', 'story', 'one', 'world', 'man', 'back', 'great', 'time', 'king', 'men', 'many', 'journey', 'first', 'adventure', 'end', 'two', 'also', 'long', 'island', 'battle']"
378,Life & Death,To Kill a Mockingbird,-1.0019847801546664,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
379,Life & Death,The Great Gatsby,0.5974036520364919,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
380,Life & Death,The Catcher in the Rye,0.1116832793276362,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
381,Life & Death,1984,0.673733350938636,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
382,Life & Death,Pride and Prejudice,-1.2211988413162314,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
383,Life & Death,Jane Eyre,0.7070731205894056,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
384,Life & Death,Uncle Tom's Cabin,0.4936814182213305,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
385,Life & Death,The Bluest Eye,1.0175512174332486,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
386,Life & Death,The Little Prince,0.24519597069301546,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
387,Life & Death,Dracula,-1.2897677369800875,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
388,Life & Death,The Handmaid's Tale,-0.7421158499448876,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
389,Life & Death,The Odyssey,-0.5251067755304647,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
390,Life & Death,Hamlet,0.7511725015368331,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
391,Life & Death,Tuesdays with Morrie,1.1656740662744607,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
392,Life & Death,And Then There Were None,-1.713674082662018,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
393,Life & Death,War and Peace,1.428382084338938,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
394,Life & Death,The Things They Carried,0.7020613944042142,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
395,Life & Death,Much Ado About Nothing,-1.399763989205857,"['life', 'human', 'one', 'man', 'self', 'nature', 'world', 'death', 'sense', 'god', 'yet', 'experience', 'without', 'perhaps', 'lives', 'humanity', 'may', 'mind', 'meaning', 'reader']"
396,Family,To Kill a Mockingbird,1.4233030576627952,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
397,Family,The Great Gatsby,0.2901516840988117,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
398,Family,The Catcher in the Rye,0.6754201628485862,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
399,Family,1984,-0.7873208915864434,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
400,Family,Pride and Prejudice,-0.7794845294445009,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
401,Family,Jane Eyre,0.3991003664086275,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
402,Family,Uncle Tom's Cabin,1.3373442576878793,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
403,Family,The Bluest Eye,1.8939430659264056,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
404,Family,The Little Prince,-0.37042365977859115,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
405,Family,Dracula,-0.959392530330997,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
406,Family,The Handmaid's Tale,-0.42630793282747026,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
407,Family,The Odyssey,0.033210067012972834,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
408,Family,Hamlet,-0.8205343440515077,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
409,Family,Tuesdays with Morrie,1.5372070370598594,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
410,Family,And Then There Were None,-1.0776336209144783,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
411,Family,War and Peace,-1.0862363363525174,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
412,Family,The Things They Carried,-0.3010359072640974,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
413,Family,Much Ado About Nothing,-0.9813099461553371,"['family', 'life', 'story', 'man', 'father', 'people', 'one', 'mother', 'young', 'old', 'girl', 'away', 'good', 'boy', 'gets', 'get', 'home', 'children', 'lives', 'live']"
414,Race,To Kill a Mockingbird,1.0267545633563155,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
415,Race,The Great Gatsby,-0.1333094272559312,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
416,Race,The Catcher in the Rye,-0.23606094166495623,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
417,Race,1984,-0.32300695811441776,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
418,Race,Pride and Prejudice,-0.4515812934498405,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
419,Race,Jane Eyre,-0.39490511751312,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
420,Race,Uncle Tom's Cabin,3.38182984187253,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
421,Race,The Bluest Eye,1.3293372025175123,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
422,Race,The Little Prince,-0.5730606969715378,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
423,Race,Dracula,-0.3939012680649576,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
424,Race,The Handmaid's Tale,-0.03583158093739139,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
425,Race,The Odyssey,-0.511681903922679,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
426,Race,Hamlet,-0.6310415230071587,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
427,Race,Tuesdays with Morrie,-0.5534403916546446,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
428,Race,And Then There Were None,-0.5483641279352812,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
429,Race,War and Peace,-0.2573987338942166,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
430,Race,The Things They Carried,-0.07792842307894164,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
431,Race,Much Ado About Nothing,-0.6164092202812808,"['novel', 'people', 'also', 'white', 'many', 'american', 'black', 'author', 'time', 'even', 'character', 'however', 'society', 'characters', 'still', 'narrative', 'reader', 'social', 'racism', 'written']"
432,Gender & Sexuality,To Kill a Mockingbird,-0.3096442301594279,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
433,Gender & Sexuality,The Great Gatsby,-0.7754015308983856,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
434,Gender & Sexuality,The Catcher in the Rye,0.328170795642552,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
435,Gender & Sexuality,1984,-0.4154263234997879,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
436,Gender & Sexuality,Pride and Prejudice,0.6532897000002246,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
437,Gender & Sexuality,Jane Eyre,1.467901418354998,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
438,Gender & Sexuality,Uncle Tom's Cabin,0.32692963523647733,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
439,Gender & Sexuality,The Bluest Eye,1.132456142670132,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
440,Gender & Sexuality,The Little Prince,-0.9046135160827141,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
441,Gender & Sexuality,Dracula,0.35953934251882186,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
442,Gender & Sexuality,The Handmaid's Tale,2.612666674740104,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
443,Gender & Sexuality,The Odyssey,-0.5122655641513952,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
444,Gender & Sexuality,Hamlet,-0.9819851518048308,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
445,Gender & Sexuality,Tuesdays with Morrie,-0.7988396737369611,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
446,Gender & Sexuality,And Then There Were None,-1.228775396846271,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
447,Gender & Sexuality,War and Peace,-0.7758463252350536,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
448,Gender & Sexuality,The Things They Carried,-0.4669421639557818,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
449,Gender & Sexuality,Much Ado About Nothing,0.28878616720730516,"['women', 'men', 'woman', 'would', 'society', 'one', 'time', 'way', 'female', 'also', 'man', 'even', 'think', 'many', 'male', 'much', 'life', 'sex', 'mind', 'could']"
450,Meta-Review Discourse,To Kill a Mockingbird,0.13657381949385547,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
451,Meta-Review Discourse,The Great Gatsby,-0.19718174469592542,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
452,Meta-Review Discourse,The Catcher in the Rye,-0.6214054804133264,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
453,Meta-Review Discourse,1984,-0.679989318823389,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
454,Meta-Review Discourse,Pride and Prejudice,0.3618104618541082,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
455,Meta-Review Discourse,Jane Eyre,-0.8807229158701395,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
456,Meta-Review Discourse,Uncle Tom's Cabin,-1.540854156976021,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
457,Meta-Review Discourse,The Bluest Eye,-0.40861384702511055,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
458,Meta-Review Discourse,The Little Prince,1.4481530928418056,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
459,Meta-Review Discourse,Dracula,0.7086269398714009,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
460,Meta-Review Discourse,The Handmaid's Tale,0.965103642462589,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
461,Meta-Review Discourse,The Odyssey,1.1365352724653748,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
462,Meta-Review Discourse,Hamlet,0.797122717400946,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
463,Meta-Review Discourse,Tuesdays with Morrie,-0.8308137830402242,"['read', 'review', 'reading', 'one', 'first', 'years', 'com', 'edition', 'copy', 'new', 'goodreads', 'year', 'published', 'find', 'also', 'reviews', 'www', 'time', 'many', 'https']"
